	 422.286	 0.0120087
	 52.2845	 0.0328287
	 10.9503	 0.0632849
	 7.9473	 0.470851
	 0.879855	 0.211419
	 0.814272	 0.719097
	 109.648	 0.0227148
	 25.5409	 0.050501
	 6.20342	 0.0952402
	 2.02434	 0.555916
	 0.760722	 0.27841
	 0.341675	 0.589656
	 15.0286	 0.057662
	 5.31425	 0.113476
	 1.40427	 0.209458
	 0.262232	 0.555537
	 0.0920636	 0.523913
	 0.0621263	 0.700094
	 403.695	 0.015361
	 71.959	 0.036373
	 11.4143	 0.091191
	 5.50142	 0.336092
	 0.836725	 0.335487
	 0.231854	 0.898703
	 103.322	 0.0294319
	 47.2297	 0.0436052
	 11.818	 0.0855035
	 1.13434	 0.401127
	 0.926699	 0.30017
	 0.0365044	 0.796336
	 11.6732	 0.0799492
	 12.3512	 0.083383
	 4.57177	 0.133671
	 0.159205	 0.558822
	 0.378456	 0.456691
	 0.0188425	 0.714685
	 294.087	 0.0179887
	 57.295	 0.0406561
	 7.77978	 0.10931
	 3.28801	 0.347996
	 0.60001	 0.39658
	 0.165887	 0.593239
	 86.5549	 0.0331679
	 43.5546	 0.0467553
	 11.6454	 0.0903904
	 1.16952	 0.409817
	 0.723471	 0.362998
	 0.179276	 0.621322
	 7.9606	 0.107963
	 12.0252	 0.0881433
	 6.10222	 0.122976
	 0.0978682	 0.514464
	 0.404643	 0.465262
	 0.0404665	 0.743676
	 64.0429	 0.0385537
	 13.5368	 0.0835381
	 2.16346	 0.20419
	 0.508616	 0.411858
	 0.236586	 0.623397
	 0.0304055	 0.689139
	 27.2328	 0.0591161
	 15.87	 0.0774765
	 4.56138	 0.143639
	 0.415214	 0.604495
	 0.0936506	 1.00914
	 0.0244294	 0.62508
	 3.3351	 0.169033
	 5.68475	 0.129389
	 3.19087	 0.172768
	 0.00661125	 0.653743
	 0.184335	 0.719404
	 0.00414284	 0.880243
