	 1407.62	 0.0120087
	 174.282	 0.0328287
	 36.5011	 0.0632849
	 26.491	 0.470851
	 2.93285	 0.211419
	 2.71424	 0.719097
	 365.492	 0.0227148
	 85.1363	 0.050501
	 20.6781	 0.0952402
	 6.74779	 0.555916
	 2.53574	 0.27841
	 1.13892	 0.589656
	 50.0955	 0.057662
	 17.7142	 0.113476
	 4.68092	 0.209458
	 0.874105	 0.555537
	 0.306879	 0.523913
	 0.207088	 0.700094
	 1345.65	 0.015361
	 239.863	 0.036373
	 38.0476	 0.091191
	 18.3381	 0.336092
	 2.78908	 0.335487
	 0.772845	 0.898703
	 344.408	 0.0294319
	 157.432	 0.0436051
	 39.3935	 0.0855035
	 3.78113	 0.401127
	 3.089	 0.30017
	 0.121681	 0.796336
	 38.9106	 0.0799492
	 41.1707	 0.083383
	 15.2392	 0.133671
	 0.530683	 0.558822
	 1.26152	 0.456691
	 0.0628085	 0.714685
	 980.289	 0.0179887
	 190.983	 0.0406561
	 25.9326	 0.10931
	 10.96	 0.347996
	 2.00003	 0.39658
	 0.552957	 0.593239
	 288.516	 0.0331679
	 145.182	 0.0467553
	 38.8181	 0.0903904
	 3.8984	 0.409817
	 2.41157	 0.362998
	 0.597587	 0.621322
	 26.5353	 0.107963
	 40.0839	 0.0881433
	 20.3407	 0.122976
	 0.326227	 0.514464
	 1.34881	 0.465262
	 0.134888	 0.743676
	 213.476	 0.0385537
	 45.1227	 0.0835381
	 7.21154	 0.20419
	 1.69539	 0.411858
	 0.788619	 0.623397
	 0.101352	 0.689139
	 90.7759	 0.0591161
	 52.8998	 0.0774765
	 15.2046	 0.143639
	 1.38405	 0.604495
	 0.312169	 1.00914
	 0.0814314	 0.62508
	 11.117	 0.169033
	 18.9492	 0.129389
	 10.6362	 0.172768
	 0.0220375	 0.653743
	 0.614452	 0.719404
	 0.0138095	 0.880243
